tweets,languages_spacy,languages_langdetect
RT @LagardeSarpy: Whaou la chouette photo @GroupeBPCE pour le @DevoxxFR 😍‼️ de belles rencontres 😉 to be continued 😏👍 https://t.co/R7fy2LZZ…,en,fr
Devoxxfr – c’est déja fini ? https://t.co/G2YjaGzerL,unknown,fr
@gunnarmorling @DevoxxFR Pi @collignont :p,en,it
RT @falrakoton: L’un de mes moments préférés de #DevoxxFR : le récit intense par @jpetazzo de son combat contre la dépression et le #burnou…,unknown,fr
Whaou la chouette photo @GroupeBPCE pour le @DevoxxFR 😍‼️ de belles rencontres 😉 to be continued 😏👍 https://t.co/R7fy2LZZaK,en,fr
Woah -- Seems someone mentioned #Deptective 🕵️‍♀️ in their talk at @DevoxxFR!  Looks like this was discussing a ver… https://t.co/whOg5Ijv77,en,en
RT @nmartignole: Excellente photo RT @fsznajderman: #DevoxxFR 2019 https://t.co/JlslWDP24A,en,nl
"RT @holly_cummins: The code for my #DevoxxFR quantum computing talk is here: https://t.co/afui9A5Bkn
For higher level programming (no more…",en,en
RT @notdryft: J'ai pas du tout oublié de push une partie des informations de mon talk sur https://t.co/Eb7CfYXnTv ! #DevoxxFR,fr,fr
@LagardeSarpy @aureliajaeger @Casden_BP @BredFactory @InformatiqueBP @89C3 merci à tous d’avoir rendu possible cett… https://t.co/9c1eoV1jXm,en,fr
@romaintaz @aheritier @fcamblor @hsablonniere @LmLudovic @ptitbob @DevoxxFR Ou un contenu cours allongé. Ie: a la p… https://t.co/zwEBC6VPlN,unknown,fr
"RT @Audrey_Neveu: Les slides de ma conférence ""Micro Frontend: le casse tête des micro services étendu au FrontEnd !"" @DevoxxFR sont dispon…",fr,fr
"RT @AmelieBenoit33: #Sketchnote du superbe talk de @hsablonniere à #DevoxxFR

Le web, ses frameworks et ses standards. 
🤔 Des paroles plein…",unknown,fr
@aheritier @fcamblor @hsablonniere @LmLudovic @ptitbob @DevoxxFR Ça peut être aussi des formateurs qui raccourcisse… https://t.co/ssVj18DgFC,fr,fr
@romaintaz @fcamblor @hsablonniere @LmLudovic @ptitbob @DevoxxFR Ce sont souvent des formateurs ou des DEVREL qui f… https://t.co/KKWVFDGhm2,unknown,fr
"@fcamblor @hsablonniere @LmLudovic @ptitbob @DevoxxFR En plus tu as (quasi ?) 0 réutilisation possible, ce format étant plutôt rare.",unknown,fr
"@hsablonniere @LmLudovic @ptitbob @DevoxxFR Surtout qu'au-delà du temps de prépa, il faut réussir à trouver des cré… https://t.co/qLfbzxCKG0",fr,fr
"@hsablonniere @LmLudovic @ptitbob @DevoxxFR +1 ... ça m'est arrivé 1 fois de faire une univ ...

... 1 fois ...

..… https://t.co/cqRBZcZKAA",fr,fr
"J'essaye de refaire le kata de @RemiForaxOff , mais je cale sur la méthode from(List&lt;String&gt;, List&lt;Function&lt;...&gt;&gt;)… https://t.co/Xfa0otJEel",en,fr
RT @GeoffroyBouet: L'équipe de clever cloud au top !!! 😀😀 #DevoxxFR #devoxxfrance2019 https://t.co/S81bR2jRqE,en,fr
Proud to have been a #redcoat at #devoxxfr. #greatteam #newfamily 💖😎 https://t.co/y8tty2pswU,en,en
RT @jponge: 💡 Slides of our @DevoxxFR  talk earlier today with @FabienPomerol on #reactive @vertx_project and connected tires @michelinrecr…,en,en
RT @gnuraph: Petit passage au stand @clever_cloud à #DevoxxFr avec présentation par @juuduu d'une app déployée sur #clevercloud et communiq…,fr,fr
RT @JosePaumard: Les slides de notre Université Java Keeps Throttling Up sont ici : https://t.co/ZkdQmOFVQI #DevoxxFR,en,fr
"RT @acolliot: Au programme de cette première journée #devoxxfr : kubernetes, graalvm/quarkus et arthas :)",fr,fr
"@nomorsad @DevoxxFR Disons que tu perds moins ton temps en live que sur YouTube ! Je les mets en x2 moi sur YouTube, ça va plus vite ahah",fr,fr
Excellente photo RT @fsznajderman: #DevoxxFR 2019 https://t.co/JlslWDP24A,en,nl
RT @mstrasser_: @corentinmb @DevoxxFR Avec @ApiPlatform je me pose pas la question 😎,unknown,fr
"RT @IconoTweet: 🎲#CONCOURS 🎲

Gagne 3 premiers “MOI, quand je me réincarne en SLIME”

C’est quoi ? ► https://t.co/blItJ5xDEl 
Qui est Limul…",fr,fr
"RT @pierre_paci: @DevoxxFR #DeepLearning Les slides et le code de mon talk sont disponibles ! https://t.co/sypxnyCIpy
https://t.co/QYEroV3s…",en,fr
"@NicoSavois @DevoxxFR Pas sûr, mais qi jamais j'y arrive pas, ce sera l'occasion de réfléchir au sujet de notre talk ! ^^",fr,fr
RT @holly_cummins: Gamification which focuses only on extrinsic motivation and misses intrinsic motivation is hugely incomplete. Need to co…,en,en
RT @fsznajderman: #DevoxxFR 2019 https://t.co/qCVNHyUneD,en,nl
@_jmpp @manekinekko @DevoxxFR D'ici 2 semaines je pense,fr,sl
"If you couldn’t make it to @Devoxxfr, you can still try our solution for free! Sign up here: https://t.co/iAADilpugK",en,en
"Bonjour ! Bien reposé·es après #DevoxxFR ?

Voilà les liens du TIA sur @sveltejs et sapper: 
- Slides:… https://t.co/6I9QAj3lMh",fr,fr
@PaulWebSec @danielpetisme @DevoxxFR Merci !,unknown,ro
"RT @collet_seb: Pour ceux que ça intéresse, les slides de l'université sur le traitement du langage naturel avec Pytorch que j'ai présentée…",fr,fr
"Après #devoxxfr le réconfort @Chatel_Officiel aux #PortesduSoleil.
Merci à toute l'équipe de @DevoxxFR pour savoir… https://t.co/Kguvy1jnbZ",fr,fr
@slecache @danielpetisme @DevoxxFR Good job :),en,nl
"RT @dehboris: C'est toujours intéressant de vivre le @DevoxxFR par les vidéos. Spécialement pour nous qui sommes hors de l'Europe. 
Très bo…",fr,fr
"Pour celles et ceux qui twittent avec le lien vers leurs slides, pensez surtout à les mettre en commentaire sur vos… https://t.co/FvA2XQROlt",fr,fr
@JoGrenat @DevoxxFR Et tu vas réussir à dormir avec ça?,fr,fr
"@wmarignanpro @DevoxxFR Moi non, elle oui ^^",gl,fr
C'est toujours intéressant de vivre le @DevoxxFR par les vidéos. Spécialement pour nous qui sommes hors de l'Europe… https://t.co/Cdt9zTnamo,fr,fr
@DevoxxFR Grand merci,en,nl
RT @thibaudlepretre: Encore une fois je trouve que les T-Shirts @jfrog à @DevoxxFR sont les plus créatifs / jolies. Je porte encore de faço…,fr,fr
Pas pu assister à la conf #Elixir à #DevoxxFr alors en attendant les videos je viens de lire ce billet d’intro. Il… https://t.co/jz1Aqs2e9j,unknown,fr
@JoGrenat @DevoxxFR T'as vu le film ?,en,en
"@hsablonniere @manekinekko @DevoxxFR Justement, je n'arrive pas à mettre la main sur la vidéo 😕 Où peut-être n'a t-… https://t.co/5evqrYFCAK",fr,fr
@DevoxxFR C'est quand-même génial une conf en live. Pressé de voir les autres conf,fr,fr
"RT @idriss_neumann: Keynote about accessibility, different people are trying glasses to reproduce a condition of bad sight by Valerie Hacca…",en,en
"RT @falrakoton: #DevoxxFr, c’est aussi l’occasion de sortir de sa zone de confort (Java) et d’explorer des terres inconnues comme l’#UX dan…",fr,fr
#DevoxxFR 2019 https://t.co/qCVNHyUneD,en,nl
RT @olivierleplus: @DevFestToulouse @TiffanySouterre @msdev_fr @code @DevoxxFR @jemsgroup Sure! There is no way I'm gonna miss #DevFestToul…,en,en
@DevFestToulouse @TiffanySouterre @msdev_fr @code @DevoxxFR @jemsgroup Sure! There is no way I'm gonna miss… https://t.co/nbnbme2uN6,en,en
"RT @romaindso: ""Ouais mais tu sais #DevoxxFR c'est très back /cloud /ops"" 🤔

J'en reviens très motivé par des talks sur TypeScript, les web…",fr,fr
"RT @juliendubois: Are you sad you couldn't attend #DevoxxFR ? We still have seats for @jhipsterconf !
We'll have a mix of international spe…",en,en
@klf37 @DevoxxFR Créer exactement ça !,fr,fr
@DevoxxFR Hâte! Car il a été impossible de nous dédoubler pour tout voir! 😊,fr,fr
"RT @klf37: @LunatechFR @DevoxxFR Je trouve qu'il a tout à fait sa place dans notre maison familiale où il sera aimé et chéri !
Encore merci…",fr,fr
"@aabaglo Hello @aabaglo 

Not yet.

C'est dans ma todo list apres la quantite de nouvelles choses que j'ai pu decouvrir au #DevoxxFr",fr,fr
"@riduidel @DevoxxFR @ZenikaIT @PvstLucie Il faut pas rendre les autres jaloux 😃, nous avons @PvstLucie la best 👌",fr,fr
"After @DevoxxFR effect: currently removing all the post-its of my bedroom's wall to replace them with my gf's ""Royal Corgi"" poster 😱",en,en
RT @mimigreg: Double merci @jfrog pour faire plaisir aux développeurs par leur produits et à leurs enfants par leurs goodies. Eh oui ! c’es…,fr,fr
@estelandry @DevoxxFR @jfrog @lescastcodeurs @fteychene @laurentgrangeau Énorme la photo de @fteychene et @laurentgrangeau,unknown,fr
RT @estelandry: C’est déjà terminé @DevoxxFR on a fini par une bière (merci @jfrog 🙏) des chips et un épisode des @lescastcodeurs pour les…,fr,fr
"RT @aheritier: Et un grand merci à toi @evenisse sans qui je n’aurai probablement jamais rejoint @ASFMavenProject l’OSSGTP, ... @DevoxxFR e…",fr,fr
RT @Devoxx4KidsFR: Un grand merci à toi @aheritier qui brave la fatigue post @DevoxxFR pour venir nous aider 😍🤗😘 https://t.co/PSbYx6uhJH,en,fr
@Nicolas_Tamalet @oyouf @guiChervet @RaphaelSaunier @SamuelPouyt @DevoxxFR @KY_F @AXA @AXAJobs_fr @AXAFrance… https://t.co/beTOOExOZS,unknown,en
@halim10289517 @DevoxxFR @springboot @r2dbc Yes in 2 weeks,en,af
"Et un grand merci à toi @evenisse sans qui je n’aurai probablement jamais rejoint @ASFMavenProject l’OSSGTP, ...… https://t.co/Vk03lki7zG",unknown,fr
Merci https://t.co/VkfSNWI0eW,en,it
"RT @Serianox_: Formation JavaScript au @DevoxxFR. :'D
https://t.co/ajdLJmzN75",en,ro
Thanks to all the @RedHat_France team at the booth. The booth was shining during the 3 days at #devoxxfr. 🤩 Kudos t… https://t.co/0LuLzFBVzt,en,en
"Le @DevoxxFR 2019 est terminé, un grand cru !
Merci les gars :).
Un petit (long :p) résumé de comment je l'ai vécu… https://t.co/1oddQC7aKv",fr,fr
Nous espérons mettre en ligne les vidéos aussi vite que l’année dernière (environ deux semaines). Nous l’annonceron… https://t.co/1wb5GGLNTf,fr,fr
Thanks dear friend !! https://t.co/4esdKsfS1V,en,en
"RT @ahosni_tweets: Les 3 jours #DevoxxFR sont terminés hier, un beau succès, on reste dans l'attente des vidéos sur Youtube pour regarder c…",fr,fr
RT @Stephan007: Les Cast Codeurs: 10 ans deja! 👍🎂#DevoxxFR https://t.co/lbCZQAyUSv,en,fr
RT @aheritier: And OFTEN when it’s not part of their main activity they spend a lot of personal time on it. Attendees should always be resp…,en,en
"RT @Stephan007: Goodbye #DevoxxFR... again a strong edition with lots of positive energy, great team work, interesting presentations &amp; disc…",en,en
"RT @berthel350: Cette édition de #DevoxxFR était vraiment genial !

J'ai eu l'occasion d'avoir des échanges enrichissant avec pleins de mon…",fr,fr
"@manekinekko @DevoxxFR Pas vraiment, le mieux, c’est la vidéo...",fr,fr
"les slides de mon talk ""Java est toujours gratuit (en GPL)"" à @DevoxxFR sont disponibles : https://t.co/B7OcbqME8b… https://t.co/aaqlfZ1ud0",unknown,fr
"@AoudiaMoncef @DevoxxFR @ZenikaIT Ouais, thanks @PvstLucie !",unknown,nl
"@JCDecauxDev @DevoxxFR Eh mais je reconnais, c'est ma photo !",unknown,fr
@LunatechFR @DevoxxFR Je trouve qu'il a tout à fait sa place dans notre maison familiale où il sera aimé et chéri !… https://t.co/NlLmj5bo1j,fr,fr
@hsablonniere @DevoxxFR Tu as les slides quelque part ?,en,fr
RT @moyowi: @estelandry @DevoxxFR @jfrog @lescastcodeurs @fteychene @laurentgrangeau Pas pu vous faire un bisou au revoir :-( j’étais sur l…,fr,fr
RT @JeremMartinez: Les slides de notre retour d'expérience sur #gradle à #DevoxxFR avec @dwursteisen sont disponibles: https://t.co/xy4AXkQ…,fr,fr
"RT @StackPath: Hey folks attending #DevoxxFr, checkout @davidmytton’s @humanops talk today! It’s about the human side of DevOps",en,en
@cramTeXeD @ju_derancourt @DevoxxFR @BillyKorando @JulienTopcu idem sur nested !! lol. J’ai hâte de voir la vidéo u… https://t.co/dx8RIlXL8i,unknown,fr
RT @EmmanuelDemey: @AurelienLoyer @Nathan_damie comme slide de presentation pour @DevoxxFR :) https://t.co/LflSKeCBhR,en,fr
"RT @takimafr: #DevoxxFR : Merci à toute l'equipe @DevoxxFR pour cette super organisation !

Merci à notre équipe standiste pour leur profes…",fr,fr
"RT @ilaborie: Mes slides sont dispo ici https://t.co/vupgijy6H9
Le code https://t.co/GypHOxlVxc
#devoxxfr #css
Et le fix pour le dernier sl…",unknown,fr
@EmLat05 @DevoxxFR @Devoxx4KidsFR Rose comme @Devoxx4KidsFR 😍😍😍😍 https://t.co/lBKioOWsLt,en,nl
@xbourguignon @DevoxxFR @Devoxx4KidsFR Hahahaha l’année prochaine on fera fluo!,fr,fr
"@EmLat05 @DevoxxFR @Devoxx4KidsFR En jaune, personne ne nous aurait confondu avec au choix:
- zenika
- saagie
- les redcoats de devoxx
-...",fr,fr
"RT @danvy: All the content of the ""Mixed Reality &amp; Artificial Intelligence at @DevoxxFR 2019"" session by @sbovo @cmaneu &amp; @danvy
Inluding s…",en,en
RT @_bruno_b_: Les slides de ma présentation sur Apache Pulsar sont en ligne ⬇️  Enjoy 😀 !! https://t.co/fis3HCHYrb  #DevoxxFR #streamproce…,unknown,fr
@xbourguignon @DevoxxFR @Devoxx4KidsFR Je vois un t-shirt jaune dans le lot... Heureusement que je ne t’ai pas vu avec à Devoxx 😂 😉!!!,fr,fr
"RT @doppelganger9: « 8 initiatives à mettre en place  pour développer le bien être au travail: exemple chez @leboncoinEng » 
Avec @PaulineB…",fr,fr
Encore une fois je trouve que les T-Shirts @jfrog à @DevoxxFR sont les plus créatifs / jolies. Je porte encore de f… https://t.co/mOGxGEE3IM,fr,fr
"RT @hsablonniere: 😍 Merci à tout ceux qui sont venu voir ma présentation à @DevoxxFR
🤓 J'espère que vous retiendrez des choses utiles pour…",fr,fr
"RT @oyouf: Slide + sample du talk #devoxxfr sur les Hooks  : https://t.co/1rhbgMIg2B ….
Hésitez pas à me faire des feedbacks sur le talk ou…",en,fr
"#DevoxxFR à peine terminé, pas le temps de chômer il faut peaufiner la présentation de jeudi prochain au… https://t.co/uoBBZbuAuJ",fr,fr
"RT @xbourguignon: Back to home after @DevoxxFR et @Devoxx4KidsFR Paris.
Les t-shirts sont bientôt prêt à recommencer, pour ma part on va at…",en,fr
RT @jefbinomed: Voici les slides me mon talk sur #HoudiniCSS ( ⚠️ a faire tourner sur un navigateur moderne avec des flags expérimentaux) h…,fr,fr
"RT @raphaelluta: La présentation de ma session #DevoxxFR ""Comprendre et maîtriser la performance de vos applications Spark"" est maintenant…",unknown,fr
"RT @StrangeCousin: Les slides et le code de mon quickie à #DevoxxFR sur @vega_vis : https://t.co/SH9KlrvE7q, la version finale de la démo :…",unknown,fr
"@LmLudovic @ptitbob @DevoxxFR Sachant que pour produire un talk de 45min, ça me prends une bonne centaine d'heures alors une univ 😱",fr,fr
RT @ltoublanc: Merci @DevoxxFR pour ces superbes 2 jours! J’ai adoré le thème et les keynotes et bien sûr des talks super intéressants. Je…,fr,fr
Merci @DevoxxFR pour ces superbes 2 jours! J’ai adoré le thème et les keynotes et bien sûr des talks super intéress… https://t.co/JrV1G6QmHB,fr,fr
@hsablonniere @ptitbob @DevoxxFR A quand une université ? Devoxxfr 2020 ? 😉,unknown,fr
RT @ptitbob: Le sac est parfait 😁 merci @DevoxxFR 😉 https://t.co/JIN1nKp1m9,unknown,fr
@sdeleuze @DevoxxFR @springboot @r2dbc when it will be available on youtube ??,en,en
"RT @olduv: Merci @DevoxxFR pour ce sac très pratique, ici en balade à Marseille devant le @Mucem #DevoxxFr @takimafr @msdev_fr @PubSapientF…",fr,fr
"Back to home after @DevoxxFR et @Devoxx4KidsFR Paris.
Les t-shirts sont bientôt prêt à recommencer, pour ma part on… https://t.co/VqMbGH1C2f",en,fr
"RT @rjacob44: #DevoxxFR Parlons tests de perfs avec Sergio Lema @ekino_France : automatisation avec #JMeter, visualisation avec #GNUPlot, é…",fr,fr
"RT @Mehdyzc: Un grand merci pour ta présentation @fsarradin sur l’avenir de Scala. Et ce slide, juste épique, ludique et tellement pragmati…",fr,fr
RT @fcamblor: @falrakoton Jérôme l'avait déjà joué à oodrive pour info (si vous ne pouvez pas attendre les talks devoxxfr) https://t.co/Ata…,fr,fr
"Merci @DevoxxFR pour ce sac très pratique, ici en balade à Marseille devant le @Mucem #DevoxxFr @takimafr @msdev_fr… https://t.co/aZLg5o8ZAJ",fr,fr
"#devoxxfr post event blues... (no I’m joking, not yet ... in few days 😅) https://t.co/V7ZxOtAULr",en,en
"RT @BenoitJonathas: Bravo @DevoxxFR et les speakers pour cette belle édition, on rentre avec plein de sujets dans nos sac à dos : migration…",fr,fr
@estelandry @DevoxxFR @jfrog @lescastcodeurs @fteychene @laurentgrangeau Pas pu vous faire un bisou au revoir :-( j… https://t.co/fUfmMl4JJX,unknown,fr
RT @CorinnePMaurel: La team @OxianeIT à @DevoxxFR. Venez nous voir sur le stand. https://t.co/N9rlR3L7YV,fr,fr
RT @msr4cloud: Merci à toutes et à tous qui sont venus nous écouter parler de l'intelligence artificielle pour tous ! Salle pleine c'était…,fr,fr
"Pour ceux que ça intéresse, les slides de l'université sur le traitement du langage naturel avec Pytorch que j'ai p… https://t.co/3EFJHkAzso",fr,fr
"RT @sebi2706: Really cool talk by @nmasse_itix and @lbroudoux about designing APIs using @microcksio and @apicurio , deployed on @openshift…",en,en
Et si vous voulez aller plus loin il y a ce super article de #spring sur les intégrations de sécurité entre… https://t.co/Pbil2LzXgO,fr,fr
"RT @nhelleringer: Un immense merci à tous ceux qui sont venus à ma session à #DevoxxFR, courageux en cette fin de dernière journée sur un s…",fr,fr
"RT @cramTeXeD: @ju_derancourt @DevoxxFR @BillyKorando @JulienTopcu Je tiens à dire que ce talk m'a beaucoup appris. Comme tout developpeur,…",fr,fr
@yilmaz_ek @Audrey_Neveu @DevoxxFR Cool la présentation 👌🏽 reste à voir niveau performance &amp; routing ce que ça donne ... à tester 😃,fr,fr
